,Name,hate
3463,58341.png,0
3464,51806.png,0
3465,57698.png,0
3466,02794.png,0
3467,52680.png,0
3468,73546.png,0
3469,03179.png,0
3470,92631.png,0
3471,09256.png,0
3472,07213.png,0
3473,03174.png,0
3474,86490.png,0
3475,72961.png,0
3476,13702.png,0
3477,98621.png,0
3478,16925.png,0
3479,08725.png,0
3480,39428.png,0
3481,64810.png,0
3482,87904.png,0
3483,87095.png,0
3484,83294.png,0
3485,42389.png,0
3486,97421.png,0
3487,95321.png,0
3488,08132.png,0
3489,83029.png,0
3490,67538.png,0
3491,49865.png,0
3492,54097.png,0
3493,51672.png,0
3494,82903.png,0
3495,93167.png,0
3496,23597.png,0
3497,93705.png,0
3498,74396.png,0
3499,73501.png,0
3500,78953.png,0
3501,80216.png,0
3502,71094.png,0
3503,09578.png,0
3504,50374.png,0
3505,13420.png,0
3506,37261.png,0
3507,50869.png,0
3508,75609.png,0
3509,80249.png,0
3510,27380.png,0
3511,58694.png,0
3512,73802.png,0
3513,49801.png,0
3514,65130.png,0
3515,16840.png,0
3516,54836.png,0
3517,41269.png,0
3518,05238.png,0
3519,84052.png,0
3520,32546.png,0
3521,97506.png,0
3522,57943.png,0
3523,84627.png,0
3524,71092.png,0
3525,68915.png,0
3526,06958.png,0
3527,57324.png,0
3528,10486.png,0
3529,76120.png,0
3530,12960.png,0
3531,67912.png,0
3532,70326.png,0
3533,93284.png,0
3534,94803.png,0
3535,10756.png,0
3536,03165.png,0
3537,41930.png,0
3538,82137.png,0
3539,25940.png,0
3540,70682.png,0
3541,36908.png,0
3542,15340.png,0
3543,60281.png,0
3544,65482.png,0
3545,13825.png,0
3546,06829.png,0
3547,61074.png,0
3548,04973.png,0
3549,89230.png,0
3550,10697.png,0
3551,39762.png,0
3552,90637.png,0
3553,97621.png,0
3554,03876.png,0
3555,27456.png,0
3556,89032.png,0
3557,30621.png,0
3558,13587.png,0
3559,59214.png,0
3560,36194.png,0
3561,83401.png,0
3562,94528.png,0
3563,13572.png,0
3564,30547.png,0
3565,49180.png,0
3566,19264.png,0
3567,25974.png,0
3568,74358.png,0
3569,67520.png,0
3570,92418.png,0
3571,42381.png,0
3572,01425.png,0
3573,98143.png,0
3574,75493.png,0
3575,14729.png,0
3576,62917.png,0
3577,28176.png,0
3578,54863.png,0
3579,78026.png,0
3580,46015.png,0
3581,13457.png,0
3582,16803.png,0
3583,10469.png,0
3584,73916.png,0
3585,17590.png,0
3586,21037.png,0
3587,54168.png,0
3588,25681.png,0
3589,20591.png,0
3590,48195.png,0
3591,60239.png,0
3592,78962.png,0
3593,16385.png,0
3594,19560.png,0
3595,69812.png,0
3596,28493.png,0
3597,94651.png,0
3598,35768.png,0
3599,24365.png,0
3600,76809.png,0
3601,29617.png,0
3602,02486.png,0
3603,96308.png,0
3604,05142.png,0
3605,78946.png,0
3606,67302.png,0
3607,91824.png,0
3608,02641.png,0
3609,61972.png,0
3610,04317.png,0
3611,92561.png,0
3612,80536.png,0
3613,03125.png,0
3614,27154.png,0
3615,17538.png,0
3616,72684.png,0
3617,12640.png,0
3618,48105.png,0
3619,38602.png,0
3620,01674.png,0
3621,16085.png,0
3622,91870.png,0
3623,60924.png,0
3624,60742.png,0
3625,57028.png,0
3626,49315.png,0
3627,43157.png,0
3628,37680.png,0
3629,90627.png,0
3630,89476.png,0
3631,76492.png,0
3632,61893.png,0
3633,64912.png,0
3634,84092.png,0
3635,82713.png,0
3636,17254.png,0
3637,41508.png,0
3638,12578.png,0
3639,95813.png,0
3640,18795.png,0
3641,76942.png,0
3642,53176.png,0
3643,71069.png,0
3644,54698.png,0
3645,19470.png,0
3646,12769.png,0
3647,85740.png,0
3648,95476.png,0
3649,90352.png,0
3650,87064.png,0
3651,09175.png,0
3652,57864.png,0
3653,16245.png,0
3654,17036.png,0
3655,72096.png,0
3656,67108.png,0
3657,12703.png,0
3658,02697.png,0
3659,89351.png,0
3660,90158.png,0
3661,08794.png,0
3662,25714.png,0
3663,27510.png,0
3664,24569.png,0
3665,34625.png,0
3666,50762.png,0
3667,24360.png,0
3668,53871.png,0
3669,14289.png,0
3670,97638.png,0
3671,38150.png,0
3672,65439.png,0
3673,65937.png,0
3674,30126.png,0
3675,80526.png,0
3676,71260.png,0
3677,91680.png,0
3678,13706.png,0
3679,72563.png,0
3680,65714.png,0
3681,90367.png,0
3682,94753.png,0
3683,36907.png,0
3684,29015.png,0
3685,69570.png,0
3686,71653.png,0
3687,90173.png,0
3688,64357.png,0
3689,42103.png,0
3690,26915.png,0
3691,75108.png,0
3692,60972.png,0
3693,15069.png,0
3694,69127.png,0
3695,72091.png,0
3696,82473.png,0
3697,32690.png,0
3698,49605.png,0
3699,89624.png,0
3700,19257.png,0
3701,48329.png,0
3702,39857.png,0
3703,03761.png,0
3704,89657.png,0
3705,07369.png,0
3706,04258.png,0
3707,18563.png,0
3708,18647.png,0
3709,35679.png,0
3710,54693.png,0
3711,16459.png,0
3712,32857.png,0
3713,75926.png,0
3714,07524.png,0
3715,35081.png,0
3716,31598.png,0
3717,31642.png,0
3718,02193.png,0
3719,03857.png,0
3720,59642.png,0
3721,20369.png,0
3722,47210.png,0
3723,89173.png,0
3724,94601.png,0
3725,38594.png,0
3726,28497.png,0
3727,68927.png,0
3728,90682.png,0
3729,97651.png,0
3730,21367.png,0
3731,49318.png,0
3732,53094.png,0
3733,49782.png,0
3734,86920.png,0
3735,02569.png,0
3736,97053.png,0
3737,43586.png,0
3738,70428.png,0
3739,75469.png,0
3740,39172.png,0
3741,40376.png,0
3742,18459.png,0
3743,59403.png,0
3744,29310.png,0
3745,34807.png,0
3746,18250.png,0
3747,73286.png,0
3748,24160.png,0
3749,79435.png,0
3750,95362.png,0
3751,27063.png,0
3752,12350.png,0
3753,79524.png,0
3754,97582.png,0
3755,30581.png,0
3756,75246.png,0
3757,67158.png,0
3758,72163.png,0
3759,49081.png,0
3760,12806.png,0
3761,36019.png,0
3762,89345.png,0
3763,62150.png,0
3764,96382.png,0
3765,90163.png,0
3766,09348.png,0
3767,30921.png,0
3768,12506.png,0
3769,40361.png,0
3770,30216.png,0
3771,18023.png,0
3772,75631.png,0
3773,71560.png,0
3774,16370.png,0
3775,24308.png,0
3776,57086.png,0
3777,95164.png,0
3778,57632.png,0
3779,46390.png,0
3780,10532.png,0
3781,98217.png,0
3782,50731.png,0
3783,12367.png,0
3784,23168.png,0
3785,08914.png,0
3786,74896.png,0
3787,71098.png,0
3788,95014.png,0
3789,97154.png,0
3790,59827.png,0
3791,45791.png,0
3792,60527.png,0
3793,61385.png,0
3794,58260.png,0
3795,34509.png,0
3796,38120.png,0
3797,90276.png,0
3798,95413.png,0
3799,71298.png,0
3800,57410.png,0
3801,91805.png,0
3802,81379.png,0
3803,85104.png,0
3804,85943.png,0
3805,96370.png,0
3806,19034.png,0
3807,51409.png,0
3808,07168.png,0
3809,37941.png,0
3810,39851.png,0
3811,31987.png,0
3812,29876.png,0
3813,94861.png,0
3814,29073.png,0
3815,27908.png,0
3816,56302.png,0
3817,32709.png,0
3818,14068.png,0
3819,65347.png,0
3820,27639.png,0
3821,07214.png,0
3822,12934.png,0
3823,61924.png,0
3824,73689.png,0
3825,37690.png,0
3826,65401.png,0
3827,40165.png,0
3828,05296.png,0
3829,06148.png,0
3830,89216.png,0
3831,19873.png,0
3832,36129.png,0
3833,75048.png,0
3834,23658.png,0
3835,17529.png,0
3836,14365.png,0
3837,36170.png,0
3838,12845.png,0
3839,37648.png,0
3840,80631.png,0
3841,51308.png,0
3842,42038.png,0
3843,90362.png,0
3844,84720.png,0
3845,36195.png,0
3846,57340.png,0
3847,16430.png,0
3848,84270.png,0
3849,10794.png,0
3850,56309.png,0
3851,39758.png,0
3852,58297.png,0
3853,37056.png,0
3854,95068.png,0
3855,05983.png,0
3856,89647.png,0
3857,40198.png,0
3858,04785.png,0
3859,46738.png,0
3860,59268.png,0
3861,89435.png,0
3862,79805.png,0
3863,81605.png,0
3864,60852.png,0
3865,39074.png,0
3866,87654.png,0
3867,89317.png,0
3868,08361.png,0
3869,57146.png,0
3870,82453.png,0
3871,52786.png,0
3872,17298.png,0
3873,39672.png,0
3874,20846.png,0
3875,09643.png,0
3876,62784.png,0
3877,84752.png,0
3878,60123.png,0
3879,26785.png,0
3880,19306.png,0
3881,81205.png,0
3882,03196.png,0
3883,21349.png,0
3884,97246.png,0
3885,42305.png,0
3886,79504.png,0
3887,01397.png,0
3888,02578.png,0
3889,30127.png,0
3890,34685.png,0
3891,98274.png,0
3892,97528.png,0
3893,67532.png,0
3894,18965.png,0
3895,65281.png,0
3896,42059.png,0
3897,62907.png,0
3898,01358.png,0
3899,53462.png,0
3900,79340.png,0
3901,71439.png,0
3902,36589.png,0
3903,52806.png,0
3904,15927.png,0
3905,71805.png,0
3906,72980.png,0
3907,72491.png,0
3908,93105.png,0
3909,04853.png,0
3910,37962.png,0
3911,63974.png,0
3912,92147.png,0
3913,58601.png,0
3914,42068.png,0
3915,04728.png,0
3916,13978.png,0
3917,39710.png,0
3918,32091.png,0
3919,08539.png,0
3920,56038.png,0
3921,59873.png,0
3922,41928.png,0
3923,72409.png,0
3924,74105.png,0
3925,54368.png,0
3926,26138.png,0
3927,90326.png,0
3928,04269.png,0
3929,68923.png,0
3930,29465.png,0
3931,45621.png,0
3932,93015.png,0
3933,75912.png,0
3934,90713.png,0
3935,73254.png,0
3936,23789.png,0
3937,97146.png,0
3938,10789.png,0
3939,59870.png,0
3940,34267.png,0
3941,24837.png,0
3942,09537.png,0
3943,58407.png,0
3944,52084.png,0
3945,18702.png,0
3946,57941.png,0
3947,01893.png,0
3948,83709.png,0
3949,73054.png,0
3950,62598.png,0
3951,34065.png,0
3952,24163.png,0
3953,80275.png,0
3954,26013.png,0
3955,91048.png,0
3956,92517.png,0
3957,78542.png,0
3958,71693.png,0
3959,79641.png,0
3960,04398.png,0
3961,49582.png,0
3962,39274.png,0
3963,09528.png,0
3964,42960.png,0
3965,49567.png,0
3966,67281.png,0
3967,71548.png,0
3968,90185.png,0
3969,10784.png,0
3970,16375.png,0
3971,08726.png,0
3972,31420.png,0
3973,51934.png,0
3974,29364.png,0
3975,06278.png,0
3976,92816.png,0
3977,83649.png,0
3978,84307.png,0
3979,25130.png,0
3980,83106.png,0
3981,46508.png,0
3982,01926.png,0
3983,85406.png,0
3984,80654.png,0
3985,13208.png,0
3986,15928.png,0
3987,86430.png,0
3988,85061.png,0
3989,34527.png,0
3990,27491.png,0
3991,14907.png,0
3992,02957.png,0
3993,41768.png,0
3994,37469.png,0
3995,50714.png,0
3996,14673.png,0
3997,18075.png,0
3998,97063.png,0
3999,82360.png,0
4000,17382.png,0
4001,49031.png,0
4002,51346.png,0
4003,25138.png,0
4004,71856.png,0
4005,54176.png,0
4006,43058.png,0
4007,25839.png,0
4008,29345.png,0
4009,68304.png,0
4010,96174.png,0
4011,54209.png,0
4012,50691.png,0
4013,62584.png,0
4014,92810.png,0
4015,39871.png,0
4016,70198.png,0
4017,93106.png,0
4018,10387.png,0
4019,42875.png,0
4020,60821.png,0
4021,49638.png,0
4022,73489.png,0
4023,43021.png,0
4024,59762.png,0
4025,39284.png,0
4026,28394.png,0
4027,10542.png,0
4028,07642.png,0
4029,93754.png,0
4030,92346.png,0
4031,58936.png,0
4032,87945.png,0
4033,31526.png,0
4034,37916.png,0
4035,71352.png,0
4036,02164.png,0
4037,03587.png,0
4038,47839.png,0
4039,34281.png,0
4040,42953.png,0
4041,23058.png,0
4042,13894.png,0
4043,37408.png,0
4044,82403.png,0
4045,16952.png,0
4046,76932.png,0
4047,70914.png,1
4048,02973.png,0
4049,58306.png,0
4050,79351.png,1
4051,34096.png,0
4052,25489.png,1
4053,19324.png,0
4054,79346.png,0
4055,13426.png,0
4056,97628.png,0
4057,14238.png,0
4058,28936.png,0
4059,59784.png,0
4060,02146.png,0
4061,70146.png,0
4062,28061.png,0
4063,97180.png,1
4064,49752.png,0
4065,25610.png,0
4066,15872.png,1
4067,72640.png,0
4068,64318.png,0
4069,17956.png,0
4070,93547.png,1
4071,10743.png,0
4072,37091.png,0
4073,25719.png,0
4074,76825.png,0
4075,72598.png,0
4076,43078.png,0
4077,51846.png,0
4078,01569.png,0
4079,95812.png,0
4080,06418.png,0
4081,53976.png,0
4082,70193.png,0
4083,60427.png,0
4084,78395.png,0
4085,04876.png,0
4086,92075.png,0
4087,86354.png,0
4088,74386.png,1
4089,59613.png,1
4090,10263.png,0
4091,48279.png,0
4092,52610.png,1
4093,58371.png,0
4094,27401.png,0
4095,89574.png,0
4096,25473.png,0
4097,47913.png,0
4098,08295.png,0
4099,02497.png,0
4100,90471.png,1
4101,69357.png,0
4102,54602.png,1
4103,15320.png,0
4104,63182.png,0
4105,20619.png,1
4106,82457.png,0
4107,81059.png,0
4108,42137.png,0
4109,74530.png,1
4110,40832.png,0
4111,46127.png,0
4112,87594.png,0
4113,12548.png,0
4114,12894.png,0
4115,02476.png,0
4116,06937.png,1
4117,05762.png,0
4118,40259.png,0
4119,85072.png,0
4120,46537.png,0
4121,56432.png,0
4122,39805.png,0
4123,29163.png,1
4124,36072.png,0
4125,60147.png,0
4126,90583.png,1
4127,38612.png,0
4128,52097.png,1
4129,34961.png,0
4130,15803.png,1
4131,89762.png,0
4132,38465.png,0
4133,53289.png,0
4134,75321.png,1
4135,18350.png,0
4136,91547.png,0
4137,30247.png,0
4138,93741.png,0
4139,51243.png,0
4140,05384.png,0
4141,01845.png,0
4142,34791.png,1
4143,41385.png,0
4144,34508.png,1
4145,80521.png,0
4146,34165.png,0
4147,93072.png,1
4148,25468.png,1
4149,09617.png,0
4150,96258.png,1
4151,96578.png,1
4152,35618.png,0
4153,05249.png,0
4154,57349.png,0
4155,78409.png,1
4156,29814.png,1
4157,20568.png,0
4158,84269.png,1
4159,68079.png,1
4160,41537.png,1
4161,12890.png,0
4162,54102.png,1
4163,63217.png,0
4164,03271.png,0
4165,35264.png,0
4166,63710.png,1
4167,12348.png,0
4168,14052.png,0
4169,81064.png,0
4170,74391.png,0
4171,36152.png,0
4172,80256.png,0
4173,21948.png,0
4174,70532.png,0
4175,25806.png,0
4176,26759.png,1
4177,27398.png,0
4178,18730.png,0
4179,75216.png,0
4180,91754.png,0
4181,42153.png,0
4182,83456.png,1
4183,18673.png,0
4184,97523.png,0
4185,24631.png,1
4186,23748.png,0
4187,69412.png,0
4188,59073.png,0
4189,28405.png,0
4190,63492.png,0
4191,92670.png,0
4192,78351.png,1
4193,79856.png,0
4194,71436.png,0
4195,03258.png,1
4196,20736.png,1
4197,50487.png,0
4198,06431.png,0
4199,51473.png,1
4200,34901.png,1
4201,28793.png,0
4202,05172.png,1
4203,98501.png,0
4204,96231.png,0
4205,81673.png,0
4206,48635.png,1
4207,43612.png,1
4208,15480.png,1
4209,41830.png,0
4210,81069.png,0
4211,72584.png,0
4212,51763.png,1
4213,06873.png,1
4214,08523.png,1
4215,06359.png,0
4216,93260.png,0
4217,40839.png,0
4218,08516.png,0
4219,53012.png,0
4220,76250.png,1
4221,26198.png,0
4222,61952.png,0
4223,80269.png,0
4224,05712.png,0
4225,72941.png,0
4226,21853.png,0
4227,35219.png,1
4228,90146.png,0
4229,51278.png,0
4230,63095.png,0
4231,96058.png,0
4232,56871.png,1
4233,25180.png,1
4234,37259.png,0
4235,48106.png,1
4236,19352.png,0
4237,65213.png,0
4238,24368.png,0
4239,58426.png,0
4240,96785.png,0
4241,40567.png,0
4242,38625.png,1
4243,04823.png,0
4244,25368.png,1
4245,93826.png,0
4246,56392.png,0
4247,30986.png,0
4248,75823.png,0
4249,84072.png,0
4250,93147.png,0
4251,92874.png,0
4252,27946.png,1
4253,93614.png,0
4254,93521.png,1
4255,02691.png,0
4256,91708.png,0
4257,25783.png,0
4258,16098.png,0
4259,30452.png,0
4260,86491.png,0
4261,14530.png,1
4262,81734.png,0
4263,04683.png,0
4264,08593.png,1
4265,92608.png,0
4266,61453.png,0
4267,39601.png,0
4268,12035.png,0
4269,56482.png,1
4270,56287.png,0
4271,19036.png,0
4272,34852.png,1
4273,62804.png,0
4274,81579.png,0
4275,80247.png,0
4276,52890.png,0
4277,02485.png,0
4278,50793.png,0
4279,13857.png,0
4280,43617.png,0
4281,70942.png,1
4282,49601.png,0
4283,35102.png,0
4284,10659.png,0
4285,36081.png,0
4286,68325.png,1
4287,39256.png,0
4288,98362.png,1
4289,38475.png,0
4290,49083.png,0
4291,45938.png,1
4292,67823.png,0
4293,70928.png,0
4294,24309.png,0
4295,70925.png,1
4296,05269.png,0
4297,61278.png,0
4298,81675.png,0
4299,38629.png,0
4300,06458.png,0
4301,71364.png,1
4302,26794.png,0
4303,85704.png,0
4304,75102.png,0
4305,91268.png,0
4306,42179.png,0
4307,35097.png,0
4308,83570.png,0
4309,56490.png,1
4310,07968.png,1
4311,81259.png,1
4312,19753.png,1
4313,61480.png,1
4314,54790.png,0
4315,43517.png,1
4316,25068.png,0
4317,35861.png,0
4318,92741.png,0
4319,51736.png,1
4320,26417.png,0
4321,18407.png,0
4322,47326.png,0
4323,50768.png,0
4324,86594.png,0
4325,63581.png,1
4326,95426.png,1
4327,10264.png,0
4328,79312.png,0
4329,17832.png,0
4330,15432.png,0
4331,34506.png,0
4332,30492.png,0
4333,31794.png,0
4334,04175.png,1
4335,61578.png,0
4336,31479.png,1
4337,17659.png,0
4338,29785.png,1
4339,17205.png,1
4340,74132.png,1
4341,15649.png,0
4342,51460.png,0
4343,60329.png,0
4344,58276.png,0
4345,40752.png,0
4346,79315.png,0
4347,03241.png,0
4348,38041.png,0
4349,40897.png,0
4350,56180.png,0
4351,37865.png,0
4352,36974.png,0
4353,61780.png,1
4354,81546.png,1
4355,75432.png,0
4356,48703.png,1
4357,81706.png,0
4358,42319.png,0
4359,02139.png,0
4360,93568.png,0
4361,06832.png,1
4362,20971.png,0
4363,70936.png,0
4364,04278.png,0
4365,56024.png,0
4366,53941.png,1
4367,49270.png,0
4368,67485.png,0
4369,92417.png,0
4370,26305.png,0
4371,61234.png,0
4372,59064.png,0
4373,17634.png,0
4374,03246.png,0
4375,97635.png,1
4376,09634.png,1
4377,49630.png,0
4378,60173.png,1
4379,38490.png,0
4380,68423.png,0
4381,76258.png,0
4382,39652.png,0
4383,70435.png,1
4384,08654.png,1
4385,37402.png,0
4386,26795.png,0
4387,60317.png,0
4388,34805.png,0
4389,01389.png,0
4390,80361.png,1
4391,74536.png,1
4392,15283.png,0
4393,75340.png,1
4394,96153.png,0
4395,63917.png,0
4396,38529.png,0
4397,92016.png,1
4398,79054.png,0
4399,06471.png,1
4400,07698.png,0
4401,01896.png,0
4402,76354.png,0
4403,80237.png,0
4404,71045.png,0
4405,67084.png,0
4406,68507.png,1
4407,58096.png,0
4408,04263.png,1
4409,26043.png,0
4410,26031.png,0
4411,64701.png,0
4412,26495.png,1
4413,81963.png,0
4414,56972.png,0
4415,83127.png,0
4416,10827.png,0
4417,56378.png,1
4418,50273.png,0
4419,25397.png,0
4420,46058.png,1
4421,06218.png,0
4422,02849.png,1
4423,69042.png,0
4424,41853.png,0
4425,70652.png,0
4426,27943.png,0
4427,68159.png,0
4428,91704.png,1
4429,94823.png,0
4430,63285.png,0
4431,42693.png,1
4432,64027.png,1
4433,20751.png,1
4434,94351.png,1
4435,27489.png,1
4436,81394.png,0
4437,59467.png,1
4438,71906.png,0
4439,81265.png,0
4440,67384.png,1
4441,21086.png,1
4442,40153.png,1
4443,31025.png,0
4444,68042.png,0
4445,70549.png,0
4446,48612.png,0
4447,05183.png,0
4448,27430.png,0
4449,13859.png,0
4450,68379.png,1
4451,25037.png,0
4452,16380.png,0
4453,25861.png,0
4454,59478.png,1
4455,71249.png,0
4456,12673.png,0
4457,74235.png,0
4458,63275.png,0
4459,17830.png,0
4460,48625.png,0
4461,93216.png,0
4462,19256.png,1
4463,43201.png,1
4464,38127.png,0
4465,53962.png,0
4466,76213.png,0
4467,28317.png,0
4468,03251.png,0
4469,09132.png,0
4470,54973.png,0
4471,04651.png,0
4472,78560.png,0
4473,95317.png,1
4474,16490.png,1
4475,13876.png,0
4476,80239.png,0
4477,19540.png,0
4478,61927.png,0
4479,52903.png,1
4480,56389.png,1
4481,64805.png,1
4482,74038.png,0
4483,86530.png,0
4484,92450.png,0
4485,79103.png,1
4486,94721.png,0
4487,89042.png,1
4488,27034.png,0
4489,67198.png,0
4490,09347.png,0
4491,54276.png,0
4492,36472.png,0
4493,15938.png,0
4494,87049.png,0
4495,54761.png,0
4496,30628.png,0
4497,91375.png,0
4498,87530.png,0
4499,05129.png,0
4500,34658.png,1
4501,42387.png,1
4502,67415.png,1
4503,86054.png,0
4504,29517.png,0
4505,28704.png,0
4506,72531.png,1
4507,27953.png,1
4508,07249.png,0
4509,75403.png,0
4510,30948.png,0
4511,38245.png,0
4512,89160.png,0
4513,93658.png,0
4514,32046.png,0
4515,04568.png,0
4516,54817.png,0
4517,42786.png,1
4518,58197.png,0
4519,92185.png,0
4520,38704.png,1
4521,75481.png,0
4522,42309.png,1
4523,04253.png,0
4524,28971.png,0
4525,26741.png,0
4526,03685.png,0
4527,40286.png,0
4528,14695.png,1
4529,59837.png,1
4530,54397.png,0
4531,07192.png,1
4532,01392.png,0
4533,67219.png,0
4534,14697.png,0
4535,68194.png,0
4536,32468.png,0
4537,01524.png,0
4538,60937.png,0
4539,75428.png,1
4540,67512.png,0
4541,83492.png,0
4542,94617.png,0
4543,65320.png,1
4544,32765.png,0
4545,04326.png,1
4546,65413.png,0
4547,76034.png,1
4548,52986.png,1
4549,36981.png,0
4550,63140.png,0
4551,68307.png,0
4552,75182.png,0
4553,89610.png,0
4554,69137.png,0
4555,17829.png,0
4556,90165.png,0
4557,37641.png,1
4558,32485.png,0
4559,78906.png,0
4560,41258.png,0
4561,04296.png,0
4562,56841.png,0
4563,01658.png,0
4564,85062.png,1
4565,89740.png,1
4566,53278.png,0
4567,67159.png,1
4568,95683.png,0
4569,85271.png,0
4570,16409.png,0
4571,17504.png,0
4572,62739.png,0
4573,85421.png,0
4574,29731.png,0
4575,74152.png,0
4576,61802.png,1
4577,96143.png,1
4578,53714.png,0
4579,79358.png,0
4580,34920.png,1
4581,63415.png,0
4582,51734.png,1
4583,80534.png,1
4584,61485.png,0
4585,89603.png,0
4586,16784.png,0
4587,80169.png,1
4588,54936.png,0
4589,83290.png,0
4590,97816.png,0
4591,73562.png,0
4592,42368.png,1
4593,15743.png,0
4594,96073.png,1
4595,85362.png,0
4596,25968.png,0
4597,40965.png,0
4598,41568.png,1
4599,71289.png,0
4600,08172.png,0
4601,60128.png,1
4602,84703.png,0
4603,04325.png,0
4604,07258.png,0
4605,98764.png,0
4606,04162.png,0
4607,06357.png,0
4608,68947.png,0
4609,25639.png,1
4610,52738.png,0
4611,47598.png,1
4612,09716.png,0
4613,08632.png,1
4614,78520.png,0
4615,82763.png,0
4616,38427.png,1
4617,38156.png,0
4618,62358.png,0
4619,48317.png,0
4620,20759.png,1
4621,76328.png,0
4622,20879.png,0
4623,62435.png,1
4624,62849.png,1
4625,19586.png,0
4626,84120.png,0
4627,81630.png,0
4628,41032.png,0
4629,35910.png,0
4630,07591.png,0
4631,62081.png,1
4632,85923.png,0
4633,45912.png,0
4634,87031.png,0
4635,06483.png,1
4636,64130.png,0
4637,31074.png,0
4638,82637.png,0
4639,12349.png,1
4640,43128.png,1
4641,29761.png,0
4642,17495.png,0
4643,15409.png,0
4644,59317.png,0
4645,78469.png,1
4646,12867.png,1
4647,26497.png,0
4648,65980.png,0
4649,27139.png,0
4650,23690.png,0
4651,64853.png,0
4652,01492.png,0
4653,97542.png,0
4654,98561.png,0
4655,18597.png,0
4656,92467.png,0
4657,73204.png,1
4658,58604.png,1
4659,93086.png,1
4660,16278.png,1
4661,40932.png,0
4662,96824.png,0
4663,92453.png,0
4664,89162.png,0
4665,82379.png,1
4666,31765.png,0
4667,72504.png,1
4668,10492.png,1
4669,67894.png,1
4670,78124.png,1
4671,48756.png,0
4672,41803.png,0
4673,78465.png,1
4674,42015.png,0
4675,67214.png,0
4676,37548.png,0
4677,73241.png,0
4678,27816.png,0
4679,79613.png,0
4680,86051.png,0
4681,03957.png,0
4682,18693.png,0
4683,23061.png,0
4684,67809.png,0
4685,72893.png,1
4686,59231.png,0
4687,59346.png,0
4688,32768.png,0
4689,76138.png,0
4690,15902.png,0
4691,23849.png,0
4692,60729.png,1
4693,54976.png,0
4694,36480.png,0
4695,46251.png,0
4696,45698.png,0
4697,79286.png,0
4698,01526.png,0
4699,75832.png,0
4700,91283.png,0
4701,16539.png,0
4702,95108.png,0
4703,95174.png,0
4704,45706.png,0
4705,40291.png,1
4706,39821.png,0
4707,41923.png,0
4708,32714.png,0
4709,85960.png,0
4710,46910.png,1
4711,46178.png,0
4712,80924.png,1
4713,81094.png,1
4714,37809.png,0
4715,62314.png,0
4716,81436.png,0
4717,29376.png,0
4718,96508.png,0
4719,76892.png,0
4720,13096.png,1
4721,94710.png,1
4722,52496.png,0
4723,56708.png,0
4724,27605.png,0
4725,80792.png,0
4726,42317.png,1
4727,23715.png,1
4728,14360.png,0
4729,74631.png,0
4730,82134.png,1
4731,76814.png,0
4732,75928.png,0
4733,13459.png,0
4734,92867.png,0
4735,02519.png,0
4736,21354.png,0
4737,73810.png,0
4738,47862.png,0
4739,94378.png,0
4740,86912.png,1
4741,52974.png,1
4742,87203.png,0
4743,32051.png,0
4744,40896.png,0
4745,05984.png,0
4746,65328.png,1
4747,15630.png,0
4748,80629.png,0
4749,73596.png,0
4750,21346.png,0
4751,20835.png,1
4752,13690.png,0
4753,07983.png,0
4754,15648.png,1
4755,34675.png,0
4756,59684.png,0
4757,25706.png,0
4758,03298.png,0
4759,53204.png,0
4760,62514.png,0
4761,59376.png,1
4762,89061.png,0
4763,73045.png,0
4764,43675.png,0
4765,18203.png,1
4766,26034.png,0
4767,67984.png,1
4768,62408.png,0
4769,30958.png,0
4770,35218.png,0
4771,96840.png,1
4772,83510.png,0
4773,67109.png,1
4774,29813.png,1
4775,68715.png,0
4776,92478.png,0
4777,91423.png,1
4778,13068.png,0
4779,69542.png,0
4780,19247.png,1
4781,03187.png,0
4782,03574.png,0
4783,92514.png,0
4784,89102.png,1
4785,10538.png,0
4786,05841.png,0
4787,28074.png,0
4788,34862.png,0
4789,24581.png,0
4790,70843.png,0
4791,31568.png,0
4792,60592.png,1
4793,15824.png,0
4794,64017.png,0
4795,63871.png,1
4796,41562.png,0
4797,20876.png,0
4798,21908.png,0
4799,76851.png,0
4800,67431.png,0
4801,65124.png,0
4802,46902.png,0
4803,85426.png,0
4804,04798.png,0
4805,31897.png,0
4806,93275.png,1
4807,47618.png,0
4808,81975.png,1
4809,85729.png,0
4810,54917.png,0
4811,69158.png,0
4812,86451.png,0
4813,10328.png,1
4814,71485.png,0
4815,71583.png,0
4816,21403.png,0
4817,95482.png,0
4818,79610.png,0
4819,76140.png,1
4820,35917.png,1
4821,01475.png,1
4822,49185.png,1
4823,16480.png,0
4824,20617.png,1
4825,16058.png,0
4826,70849.png,1
4827,78306.png,0
4828,97623.png,1
4829,92314.png,1
4830,52406.png,1
4831,71230.png,0
4832,90786.png,1
4833,62458.png,0
4834,40137.png,0
4835,38069.png,0
4836,20819.png,0
4837,20163.png,0
4838,50248.png,0
4839,83619.png,1
4840,26459.png,0
4841,30412.png,0
4842,97035.png,1
4843,74602.png,0
4844,93650.png,0
4845,95742.png,0
4846,93410.png,0
4847,75203.png,0
4848,54286.png,0
4849,02841.png,0
4850,93076.png,0
4851,89407.png,0
4852,65728.png,0
4853,75841.png,0
4854,38624.png,1
4855,36187.png,0
4856,47095.png,1
4857,51746.png,0
4858,32876.png,1
4859,21408.png,1
4860,64513.png,0
4861,10527.png,1
